Beer Name,Brewery,Style,ABV,Min IBU,Max IBU,Bitter,Sweet,Sour,Salty,Fruits,Spices,Malty,Review,Description
Dragon Stout,Desnoes & Geddes Limited,Stout,7.5,30,70,49,101,17,0,41,5,69,3.34,Notes:
Tsunami Stout,Pelican Pub & Brewery,Stout,7,30,70,52,61,12,0,16,7,97,4.13,"Notes:Like the force of nature it is named for, Tsunami Stout will bowl you over with its jet black color and dark seductive aroma. Roasted malts and unmalted barley give this full-bodied brew its dense creamy head and distinct dark chocolate and cappuccino flavors that swell to a clean, rounded malty finish. Grab a Tsunami and head for high ground.16.8 degrees PlatoBitterness: 50 IBUColor: 150 lovibond\t"
Malpais Stout,La Cumbre Brewing Co.,Stout,7.5,30,70,61,57,3,4,4,11,136,3.5,"Notes:A meal in a glass. Brewed with 7 different malts, you should be ready for a full onslaught of creamy stout intensity. Broadly in the style of a Foreign Extra Stout, this is our heaviest and most intense year-round offering.\t"
Exit 1 Bayshore Oyster Stout.,Flying Fish Brewing Company,Stout,7.5,30,70,63,90,14,18,18,12,130,3.84,Notes:Exit 1 is beer brewed with oysters. The creamy flavor of English chocolate and roasted malts harmonizes with minerals from oyster shells. Irish ale yeast adds a bit of fruitiness and a dry crispness. The rich stout is perfect for cool weather-and especially delicious when paired with a few Jersey oysters on the half shell.\t
Captain Swain's Extra Stout,Cisco Brewers Inc.,Stout,8,30,70,125,71,15,0,21,22,124,3.84,Notes:
Dissent,Steel Toe Brewing,Stout,7,30,70,104,70,9,0,6,11,162,4.08,Notes:
San Quentin's Breakout Stout,Marin Brewing Company,Stout,7,30,70,63,56,9,0,8,9,129,3.93,Notes:
Foreign Style Stout,Upslope Brewing Company,Stout,6.9,30,70,65,79,25,0,28,9,117,2.5,Notes:
Export Stout London 1890,The Kernel Brewery,Stout,7.4,30,70,91,49,6,0,8,20,120,4.19,Notes:
Cazeau Tournay Noire,Brasserie De Cazeau,Stout,7.6,30,70,82,109,27,0,48,22,134,3.76,Notes:
Square Tail Stout,Moat Mountain Smoke House & Brewing Co.,Stout,5.8,30,70,63,47,9,0,11,23,112,4.14,"Notes:A Foreign-style stout. Invitingly smooth, clean and full –bodied, excellent to enjoy anytime of year. Roasted malt in mouth finishes with coffee and chocolate notes.\t"
Foreign Export Stout,Ridgeway Brewing,Stout,8,30,70,68,105,31,0,50,19,138,4,Notes:
Hakim Stout,Harar Beer Factory,Stout,5.5,30,70,31,63,21,0,27,4,82,3.31,Notes:
Oesterstout,Scheldebrouwerij,Stout,8.5,30,70,45,64,22,12,25,7,90,3.57,Notes:
Black Magic Stout,Oggi's Pizza & Brewing Co.,Stout,7.6,30,70,78,55,8,0,8,6,130,3.51,Notes:
Hot Blooded Foreign Stout,Cigar City Brewing,Stout,7,30,70,61,52,8,0,3,19,111,4.15,Notes:
Extra Stout,Zero Gravity Craft Brewery / American Flatbread,Stout,5.9,30,70,60,74,14,0,17,13,129,4,"Notes:A black Irish Ale with garnet hues and a tan head. Aroma of chocolate and coffee are followed by the rich flavors of roasted barley, with a dry finish.\t"
Extra Stout,Jopen Bier BV Haarlem,Stout,5.5,30,70,82,66,23,1,18,7,113,3.68,Notes:
Jamaica Stout,Big City Brewing CO LTD,Stout,7.6,30,70,70,109,44,0,48,17,122,3.69,Notes:
Black Rock Stout,Crossroads Brewing Company,Stout,7.3,30,70,64,53,9,0,13,3,108,4,Notes:
Bulls Bay Oyster Stout,COAST Brewing Company,Stout,5.8,30,70,35,45,3,18,4,8,90,4.44,"Notes:Brewed with local oysters from Jeff Spahr at localoysters.com! Smooth and Roasty, briny (minerally and salty!??) that can only be attributed to the oysters.\t"
Strong Back Stout,Bahamian Brewery Beverage & Co. Ltd.,Stout,7.6,30,70,31,30,2,0,2,3,67,4.28,Notes:
Guinness Foreign Extra Stout (Africa),Guinness Nigeria PLC,Stout,7.5,30,70,75,117,50,0,48,8,111,3.48,Notes:
Foreign Export Stout,Kuhnhenn Brewing Company,Stout,7,30,70,41,32,11,0,6,4,64,3.9,Notes:
Cascade Stout,Cascade Brewery Company Ltd.,Stout,5.8,30,70,77,55,11,0,3,6,109,3.61,Notes:
Tsingtao Stout,"Tsingtao Brewery Co., Ltd.",Stout,7.5,30,70,38,22,7,3,10,10,47,3.64,Notes:
Starkweather Stout,Liberty Street Brewing Company,Stout,6.3,30,70,36,31,6,1,7,10,55,4,Notes:Formerly known as LS Foreign Extra Stout.\t
Ceres Royal Stout (Ceres Extra Strong Stout)Ceres Brewery (Royal Unibrew),Ceres Brewery (Royal Unibrew),Stout,7.7,30,70,56,67,13,0,16,4,100,3.74,Notes:
Guinness Draught,Guinness Ltd.,Stout,4.2,30,40,30,13,3,0,6,1,36,3.69,Notes:
Guinness Extra Stout (Original),Guinness Ltd.,Stout,5.6,30,40,59,50,15,0,9,4,96,3.74,Notes:Aroma: Medium and balanced. A roast character with subtle fermentation fruitinessFlavor: A perfect rounded flavor of bitter and sweetPalate: Smooth with a slight bite leading to a dry finishAppearance: Distinctively black full bodied liquid with a rich creamy head\t
Murphy's Irish Stout,Murphy Brewery Ireland Limited,Stout,4,30,40,36,38,5,0,3,4,76,3.94,"Notes:Murphy’s is an internationally recognized Irish stout, brewed since 1856 in the iconic Lady’s Well Brewery, Cork.Classified as an Irish Dry Stout, Murphy’s is dark in color and medium-bodied. It is silky smooth with toffee & coffee undertones, almost no bitterness, and a irresistible creamy finish.\t"
Old #38 Stout,North Coast Brewing Co.,Stout,5.4,30,40,54,49,6,0,8,13,94,3.88,Notes:53 IBUs\t
O'Hara's Irish Stout,Carlow Brewing Company,Stout,4.3,30,40,76,39,8,0,9,6,115,3.99,"Notes:The flagship of the O’Hara’s brand, this uniquely Irish stout brings one back to how Irish stouts used to taste. First brewed in 1999, it has since been awarded prestigious honours for its quality and authenticity.O’Hara’s Irish Stout has a robust roast flavour complemented by a full-bodied and smooth mouth feel. The generous addition of Fuggle hops lends a tart bitterness to the dry espresso-like finish. This sessionable stout beer is filled with rich complex coffee aroma mingled with light liquorice notes. The combination of traditional stout hops with an extra pinch of roast barley allows us to stay true to Irish tradition, recreating a taste so often yearned for by stout drinkers.\t"
Black Sun Stout,Three Floyds Brewing Co. & Brewpub,Stout,6.5,30,40,97,65,24,0,31,7,113,4.13,"Notes:6.5% ABV, 50 IBUs - Black Sun has a nose of coffee, roasted malts and piney hops. This medium bodied stout has a broad depth of maltiness and a clean dry finish. December release.\t"
Beamish Irish Stout,Beamish & Crawford Plc.,Stout,4.1,30,40,31,17,3,0,1,6,51,4.03,Notes:
Black Hawk Stout,Mendocino Brewing Company,Stout,5.2,30,40,51,58,11,0,15,9,97,3.6,Notes:
Dry Irish Stout,Brooklyn Brewery,Stout,4.7,30,40,40,33,14,0,6,1,78,4.17,Notes:
Love Stout,Yards Brewing Co.,Stout,5.5,30,40,62,47,6,2,3,6,104,3.81,"Notes:Our brewers have poured their hearts and roasted malted into this rich, slightly sweet stout. Luscious notes of coffee and chocolate accent the smooth, creamy, mouth feel. We will not apologize for any amorous affairs resulting from the consumption of this beverage.\t"
Blue Fin Stout,Shipyard Brewing Co.,Stout,4.7,30,40,98,56,13,0,11,6,134,3.63,"Notes:A classic Irish Stout. Full bodied, yet smooth and spectacular in appearance.\t"
Guinness Draught Extra Cold,Guinness Ltd.,Stout,4.2,30,40,51,24,1,1,1,0,87,3.58,Notes:
Donnybrook Stout,Victory Brewing Company,Stout,3.7,30,40,39,24,3,0,2,7,63,4.14,Notes:
Dark Starr Stout,Starr Hill Brewery,Stout,4.2,30,40,68,45,2,1,6,6,125,3.61,"Notes:Dark Starr Stout has won more national and international awards than any other Dry Irish Stout in the country. Brewed with roasted barley, and with hints of coffee and dark chocolate, it packs a robust taste into a surprisingly light body. This signature brew pours like velvet and drinks like a slice of grandma’s pumpernickel bread.\t"
O.V.L. Stout,Russian River Brewing Company,Stout,4.4,30,40,44,29,8,0,1,3,84,3.95,Notes:
Oyster Stout,The Porterhouse Brewing Company,Stout,5.2,30,40,51,68,6,14,12,10,107,3.73,Notes:
Black Fly Stout,Gritty McDuff's Brewing Company,Stout,4.1,30,40,61,28,11,0,3,11,103,3.87,"Notes:There's beer and then there's stout, and Gritty McDuff 's Black Fly Stout is the real deal. Black Fly is a dry, all-malt stout packed with roasted flavor. We use six different grains in the brewing of this dark masterpiece and balance the full palate with Oregon Willamette and Yakima Clusters hops. Like the legendary Irish stouts that inspired it, Black Fly Stout is rich, robust and a touch mysterious. The finest stout west of Galway Bay!16 IBU\t"
Dragoon's Irish Dry Stout,Moylan's Brewery,Stout,4.3,30,40,52,56,10,0,9,4,121,3.99,Notes:
Dry Stout,Boulevard Brewing Co.,Stout,4.9,30,40,64,30,5,0,3,17,93,3.67,"Notes:Velvety black and perfectly opaque, this surprisingly smooth, drinkable beer is a delightful harmony of smoky roasted flavors and tangy, coffee-like notes. Available only on tap at fine establishments throughout our distribution region.28 IBU\t"
Guinness Extra Stout (Canada),Guinness Ltd.,Stout,5,30,40,70,65,23,0,19,2,102,3.12,Notes:
Black Cab,Fuller Smith & Turner PLC,Stout,4.5,30,40,59,46,6,0,12,8,100,3.33,"Notes:Brewed with the knowledge of London’s oldest family brewer, Fuller’s Black Cab is a rich, dark stout that transports you to a time gone by. London was famous for stouts in the 19th century - and we’re on a journey to make that the case again.\t"
Uncle Steve's Irish Stout,Short's Brewing Company,Stout,5.8,30,40,77,44,5,0,2,17,122,3.73,"Notes:Uncle Steve’s Irish Stout is Short’s version of the classic Irish Stout, complete with a dark color, soft head, and smooth full flavor typical of this lighter bodied style. A simple grist formula provides a base of roasted malt flavors with a creamy drinkability everyone loves.20 IBU\t"
Wrasslers XXXX Stout,The Porterhouse Brewing Company,Stout,5,30,40,86,54,13,2,13,22,123,3.75,Notes:
Cobblestone Stout,Mill Street Brew Pub,Stout,4.2,30,40,43,40,7,0,5,20,78,3.98,Notes:We produce a traditional styled Irish Stout that is served using beer gas to produce that familiar creamy pore. This is the same system that draft Guinness uses. Our black stout has a roasted malt flavour and a hint of toasted walnuts and chocolate in the finish. Select imported hops are used to dry out the finish of this ale.30 IBU\t
O'Reilly's Irish Stout,Sly Fox Brewing Company,Stout,3.6,30,40,56,30,2,0,0,7,63,3.97,"Notes:This Irish Style Stout is brewed with imported Pale and British Roasted Barley and hopped with Cascade and East Kent Goldings. Black in color, light in body, and roasty dry.\t"
Saranac Irish Stout,Matt Brewing Company,Stout,5.5,30,40,68,55,7,0,7,8,101,3.85,Notes:
Stouterik (The Brussels Stout),Brasserie de la Senne,Stout,4.5,30,40,63,59,15,0,21,12,89,3.79,Notes:
Portsmouth Black Cat Stout,Portsmouth Brewery,Stout,5.5,30,40,68,58,7,0,8,12,104,4.15,"Notes:Yes, Arthur, there is another stout. Our Irish-style ""dry"" stout is brewed with four different malts, roasted barley and Chinook hops. It is big, bold, smooth & tasty, and we think it's the best thing on either side of St. James Gate.\t"
O'Hara's Leann Folláin,Carlow Brewing Company,Stout,6,30,40,94,71,9,0,4,28,144,3.88,Notes:O’Hara’s Leann Folláin (”leann folláin” being the Gaelic/Irish phrase meaning wholesome ale or stout) is a full-bodied extra Irish stout launched in 2009 following the very positive feedback to our limited edition O’Hara’s Celebration Extra Stout which was brewed in 2008. We have now included “Leann Folláin” in our 500ml bottle core brand range. O’Hara’s Leann Folláin at 6.0% abv is laden with complex chocolate and coffee flavours balanced by a robust bitterness and delicate spicy aroma imparted from the generous portions of Northdown and Fuggle Hops.\t
Three Feet Deep,Furthermore Beer,Stout,5.5,30,40,46,34,13,0,4,61,87,3.71,Notes:
Plain Porter,The Porterhouse Brewing Company,Stout,5,30,40,56,42,10,0,9,8,98,3.93,Notes:
Hillsborough River Dry Irish Stout (Patio Tools),Cigar City Brewing,Stout,5.5,30,40,54,40,1,0,3,23,99,4,Notes:Pours black in color with coffee and very light cocoa notes. Hillsborough River is brewed with roasted barley which contributes forward coffee notes with small notes of cocoa and toffee in the flavor.35 IBU\t
Susquehanna Stout,Appalachian Brewing Company,Stout,5,30,40,65,45,4,0,2,17,116,3.89,Notes:
Irish Style Stout,Sprecher Brewing Company,Stout,5.7,30,40,51,54,16,0,17,10,96,3.82,Notes:
La Sang-d'encre,Le Trou Du Diable,Stout,5.5,30,40,83,60,20,0,21,45,132,3.2,Notes:
Celebration Stout,The Porterhouse Brewing Company,Stout,6.5,30,40,71,85,22,0,38,20,115,4.21,Notes:Originally 10.0% ABV but brought back at 7.0% and then 6.5%.\t
Black Magic Stout,Empire Brewing Company,Stout,4.8,30,40,76,52,10,1,16,12,114,3.75,"Notes:A traditional dry Irish stout, carbonated with nitrogen (it pours very much like a Guinness). Dry roasted flavors are prominent, with hints of chocolate and coffee on the finish.\t"
Patio Tools,Cigar City Brewing,Stout,5,30,40,9,14,0,0,0,3,27,4.15,Notes:
Friend Of An Irishman Stout,Christian Moerlein Brewing Company,Stout,4.7,30,40,66,33,11,0,9,10,84,3.35,Notes:
Guinness Original,Guinness Ltd.,Stout,5,30,40,45,32,7,0,4,4,66,3.2,Notes:
Ring Of Dingle,Sun King Brewing Company,Stout,4.8,30,40,35,31,6,0,6,14,76,4.5,"Notes:Named for a road in Ireland, Ring Of Dingle is dark in color, light of body, rich and roasty with a creamy head.34 IBU\t"
Revelation Stout,Public House Brewing Company,Stout,5,30,40,43,47,0,0,0,10,100,4.33,"Notes:Mmmmm....Revelations indeed. Black as midnight. Heavy on the soul. Think you don't like Stout? Try this one.Think you don't like any kind of beer? Try this one.We can't tell you how many times we've heard both declarations from the mouths of our customers and low and behold....they try this beer and are saved from a life of bad beer or no beer at all. Can I get a witness?Lift a glass of this dry stout up to your nose and breathe in the decadent aroma of dark chocolate emanating from the creamy off-white to tan-colored head. Take a sip and feel the familiar warmth of roasted coffee that goes down smooth. A lighter body than your average stout makes this one a house favorite--our best-selling beer, in fact. So throw off your shackles! Come to the House of the PourAnd you just might find salvationIn a glass of Revelations!\t"
Breakfast Stout,Founders Brewing Company,Stout,8.3,20,40,95,62,1,0,3,12,165,4.35,"Notes:The coffee lover’s consummate beer. Brewed with an abundance of flaked oats, bitter and imported chocolates, and Sumatra and Kona coffee, this stout has an intense fresh-roasted java nose topped with a frothy, cinnamon-colored head that goes forever.60 IBU\t"
Oatmeal StoutSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster),Stout,5,20,40,50,90,12,0,32,14,123,4.24,Notes:
Wake-n-Bake Coffee Oatmeal Imperial Stout,Terrapin Beer Company,Stout,9.4,20,40,114,78,10,0,10,21,209,4.17,"Notes:Formerly known as Terrapin Coffee Oatmeal Imperial Stout.Two Athens, GA companies, Terrapin and Jittery Joes, have teamed up to create a unique blend of coffee: Wake-n-Bake. We then use the blend in our W-n-B Coffee Oatmeal Imperial Stout.HOPS: Nugget; MALTS: 2-Row, Crystal 85, Flaked Barley, Flaked Oats, Chocolate, Black, Roasted Barley; OTHER INGREDIENTS: Jittery Joe's Coffee.IBU: 50; OG: 21.5\t"
Shakespeare Oatmeal Stout,Rogue Ales,Stout,5.8,20,40,78,65,11,0,14,16,152,4.19,"Notes:9 Ingredients:Malts: Northwest Harrington & Klages, Crystal 135-165 & Beeston Chocolate, Rolled Oats & Roasted Barley.Hops: Cascade.Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water. 15º PLATO69 IBU77 AA135º Lovibond\t"
Velvet Merkin,Firestone Walker Brewing Co.,Stout,7.8,20,40,19,74,4,0,11,31,176,4.11,"Notes:Our decadent Oatmeal Stout lovingly aged in Bourbon barrels. Beautiful chocolate, espresso and vanilla-bourbon aromas hold your nose hostage. Rich dark chocolate truffle, bourbon and espresso create a dangerously smooth and incredibly drinkable barrel aged Oatmeal Stout. Hoarding tendencies may occur.\t"
Beer Geek Breakfast,Mikkeller ApS,Stout,7.5,20,40,107,62,16,0,25,16,138,4.04,"Notes:Brewed at Nøgne Ø.Ingredients : Water, malt (pils, oat, smoked, caramunich, brown, pale chocolate and chocolate), roasted barley, flaked oats, hops (centennial and cascade), ale yeast and gourmet coffee.\t"
Barney Flats Oatmeal Stout,Anderson Valley Brewing Company,Stout,5.8,20,40,46,56,14,0,22,4,121,4.09,"Notes:The deep ebony color, voluptuous mahogany head and bold, roasty flavors in our Barney Flats Oatmeal Stout are what serious beer drinkers expect from this style. Aromas of freshly baked bread, espresso, and dried cherries meld seamlessly with rich toffee flavors and a creamy mouth feel to create an unparalleled drinking experience.\t"
The Poet,New Holland Brewing Company,Stout,5.2,20,40,49,55,5,0,3,7,112,4,Notes:IBU's: 40\t
Java Head Stout,Tröegs Brewing Company,Stout,7.5,20,40,101,28,9,0,13,1,115,3.83,"Notes:JavaHead is like a day at Tröegs; it’s hard to tell where the coffee ends and the beer begins. This creamy oatmeal stout is infused with locally roasted, cold steeped coffee through our HopBack vessel, releasing subtle hints of cocoa, roasted nuts and dark mocha.\t"
B.O.R.I.S. Oatmeal Imperial Stout - Barrel-Aged,Hoppin' Frog Brewery,Stout,9.4,20,40,53,66,9,0,19,21,129,4.14,Notes:English-style Imperial Stout aged in Kentucky bourbon barrels.Batch 1- 2009(April) GOLD capBatch 2- 2009(July) GOLD Batch 3- 2009(Oct) GREEN Batch 4- 2010 BLACKBatch 5- 2011 REDBatch 6- 2012 WHITE\t
Oatmeal Stout,Breckenridge Brewery,Stout,5,20,40,75,56,6,1,7,9,151,3.73,"Notes:It's a bold, smooth-bodied concoction that oozes dark-roasted coffee aromas and flavors of espresso and semi-sweet chocolate. We round out these heady pleasures with a dose of flaked oatmeal for a creamy body and a semi-dry finish. Unforgettable.\t"
St-Ambroise Oatmeal Stout,McAuslan Brewing,Stout,5,20,40,55,54,9,0,16,3,132,4.1,"Notes:Brewed from 40 percent dark malts and roasted barley, this intensely black ale carries strong hints of espresso and chocolate. Oatmeal contributes body and a long-lasting mocha-colored head to this well-hopped beer.• Dense mocha-coloured head• Chocolate/espresso flavour, medium sweet with a distinct floral aroma• Ideal accompaniment to chocolate desserts\t"
Oatmeal Stout,Founders Brewing Company,Stout,4.5,20,40,39,50,7,1,3,5,130,4.08,"Notes:A Founders take on a classic style, brewed with a generous amount of flaked oats, chocolate malt, roasted barley and a healthy helping of Nugget hops, Founders Oatmeal Stout is nitrogen-infused to give it an extra smooth and creamy mouthfeel. An attractive cascade effect gives this beer its forthright visual appeal—and the body and clean flavor deliver on that initial promise.\t"
8 Ball Stout,Lost Coast Brewery and Cafe,Stout,6.3,20,40,42,43,11,0,11,4,94,3.91,"Notes:Our Eight Ball Stout is not for the faint of heart. It’s bold as hell and robust as can be, but it’ll reward your palate like no other stout. Roasted malts and heavy hops give it a flavor that will have you pouring another before you’re even finished with the first.\t"
One Oatmeal Stout,Dark Horse Brewing Company,Stout,7,20,40,59,40,3,0,5,12,118,3.82,"Notes:Number one in a series of five stouts produced to help ease you through the cold and grey Midwestern winters. This beer is full bodied with hints of chocolate, roasted barley, coffee flavors and a nice creamy head.\t"
Dragonstooth Stout,Elysian Brewing Company,Stout,8.1,20,40,105,60,17,0,18,10,171,4.13,"Notes:Rich, Complex, Full-bodied.Style: Imperial Oatmeal Stout.Tasting Notes: Pours a deep, midnight black with a light tan head. Smells of coffee and dark chocolate and the mouthfeel is velvety smooth with flavors of roasted malts, oatmeal and warm bread. Dragonstooth is a very drinkable stout-satisfying but not heavy.Malts: Pale, Munich, C-77, Chocolate, Roasted Barley and Rolled Oats.Hops: Bittered with Magnum, finished with Cascade and Centennial.Body: Substantial.IBU: 56\t"
Ipswich Oatmeal Stout,Ipswich Ale Brewery,Stout,7,20,40,77,75,2,0,8,7,160,4.15,"Notes:Deep, rich and malty with hints of chocolate and coffee. It's what espresso would be if it had the gumption to be beer. We use two different hop additions, specially selected crystal malts, roasted barley and oatmeal to give it a soft and silky mouth feel. Makes a great dessert or meal.\t"
Trader Joe's Stockyard Oatmeal Stout,Trader Joe's Brewing Company,Stout,5.2,20,40,58,51,2,0,8,3,148,3.94,Notes:
Oatis,Ninkasi Brewing Company,Stout,7,20,40,67,61,10,0,18,15,142,3.96,"Notes:Ninkasi website:""7.5% alc/vol. 45 ibus. Always available on draft.""Recent bottles spotted with ""7.2% alc/vol."" listed\t"
Earl Coffee Oatmeal Stout,Hill Farmstead Brewery,Stout,7.2,20,40,150,85,14,0,17,20,216,4.16,"Notes:Earl (1911-1985) was our grandfather’s brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings. In his honor, this Stout is crafted from American malted barley, Flaked Oats, English roasted malts, American hops, Organic Guatemalan Coffee, our ale yeast, and water from our well. It is unfiltered and naturally carbonated. A silhouette of coffee and malt - an embodiment of complexity and drinkability, this is the ale that I dream to have shared with Earl. Pale, Caramel, and Chocolate Malt, Roasted Barley, Columbus hops; Ale Yeast, and our Well Water.\t"
Vanilla Oatis,Ninkasi Brewing Company,Stout,7,20,40,55,53,2,0,0,51,129,4.13,"Notes:A delicious oatmeal stout with just enough hops to balance the copious quantities of dark roasted malts, oatmeal for a creamy smooth drinkability, and whole vanilla beans for a rich complexity. To achieve this higher level of decadence, we added in whole vanilla beans to the final stage of fermentation - the same process we use to dry hop a beer.\t"
Beer Geek Bacon,Mikkeller ApS,Stout,7.5,20,40,84,32,11,3,10,102,111,3.81,Notes:A smoked version of the Beer Geek Breakfast.Brewed at Nøgne Ø.\t
Oatmeal Stout,Goose Island Beer Co.,Stout,5.4,20,40,67,68,2,1,8,6,132,3.91,Notes:
Buffalo Bill's Blueberry Oatmeal Stout,Buffalo Bill's Brewery,Stout,7.5,20,40,59,122,17,2,87,6,128,3.32,"Notes:Oatmeal stout brewed with blueberries with natural flavor added.At 7.5% alcohol, this award-winning brew is a true winter warmer. Blueberry Oatmeal Stout has hints of chocolate, oatmeal and fresh blueberries. A wonderful pairing of flavors! Great for the holidays and for those who enjoy discovering new beers.\t"
Obovoid,Boulder Beer / Wilderness Pub,Stout,8,20,40,41,84,14,0,18,23,119,4.33,Notes:Oak-aged\t
Convict Hill Oatmeal Stout,Independence Brewing Co.,Stout,8,20,40,42,36,4,0,8,4,93,3.9,Notes:
Ohio City Oatmeal Stout,Great Lakes Brewing Company,Stout,5.4,20,40,40,40,3,0,3,3,134,4.02,Notes:
Coffee Oatmeal Stout,Good People Brewing Company,Stout,6,20,40,129,43,11,0,10,4,151,4.27,"Notes:Big coffee flavors dominate early only to be wiped out by an enormous about of Willamette hop flavors. One of GPBC’s most requested beers. Complex and full of flavor yet amazingly sessionable. Brewed with coffee from Octane Coffee Roasters here in Birmingham, AL.54 IBU\t"
Stout,Alaskan Brewing Co.,Stout,5.7,20,40,63,81,12,1,16,11,159,3.9,"Notes:The unique blend of the oats and malts in Alaskan Stout produce a balanced, smooth beer with hints of coffee and caramel.\t"
Oatmeal Stout,Summit Brewing Company,Stout,4.7,20,40,44,29,0,0,0,6,100,4.23,Notes:
Overcast Espresso Stout,Oakshire Brewing,Stout,5.8,20,40,74,41,5,0,5,9,156,3.84,"Notes:Overcast skies inspired a dark and smooth oatmeal stout blended with cold brewed coffee, offering a full palate of roasted malts, chocolate and espresso.\t"
Dark Star,Fremont Brewing Company,Stout,8,20,40,90,78,6,1,9,11,150,3.75,"Notes:Dark Star is inspired by the wandering tribes scattered through the terrible journey of time and space and adrift in the dark matter between the spaces of then and now. Dark Star is a dark, mysterious yet silky oatmeal stout of grand proportions balanced by a firm hop handshake … go ahead, enjoy the journey … Because Beer Journeys Matter!Down & Dirty: 2-Row Pale, Roast Barley, C-60, Carafa 2, and Chocolate malts with Flaked Oats and Magnum and Willamette hops.IBU: 50Color: BlackAroma: Dark chocolate, caramel, coffeeFlavor: Espresso, cocoa, roastyAvailability: January 1 – February 29\t"
Down 'N Dirty Chocolate Oatmeal Stout,Tyranena Brewing Company,Stout,6.3,20,40,104,113,12,2,6,21,239,4.04,Notes:Oatmeal Stout brewed with cocoa nibs. Available: February-March.\t
Old Rasputin,North Coast Brewing Co.,Stout,9,50,90,68,49,9,0,17,11,102,4.16,"Notes:Produced in the tradition of 18th Century English brewers who supplied the court of Russia’s Catherine the Great, Old Rasputin seems to develop a cult following wherever it goes. It’s a rich, intense brew with big complex flavors and a warming finish.\t"
Parabola,Firestone Walker Brewing Co.,Stout,13,50,90,33,62,6,0,18,20,105,4.42,"Notes:This Russian imperial oatmeal stout is aged for a full year in a blend of bourbon barrels from Elijah Craig, Four Roses, Pappy Van Winkle, Woodford Reserve, and Buﬀalo Trace.\t"
Black Chocolate Stout,Brooklyn Brewery,Stout,10,50,90,45,82,7,0,6,10,111,4.03,"Notes:This is the famous Brooklyn Black Chocolate Stout. In the 18th century, Catherine the Great, Empress of Russia, ordered a stout to be sent to her from England. This beer was brewed strong and hoppy to survive the sea voyage, and it arrived in perfect condition. Soon ""Russian Imperial Stout"" became the toast of the Russian aristocracy. Brewed since 1994, our Black Chocolate Stout has itself become a modern classic, heralded the world over. It achieves its dark chocolate aroma and flavor through the artful blending of six malts and three distinct mashes. Properly kept, it will improve in the bottle for many years. This stout is the toast of the winter season in many countries, and there is nothing better to enjoy with chocolate desserts, cheesecake, ice cream, fine cheeses and roaring fireplaces.Given this beer’s higher ABV and sturdy character, we think it’s a prime candidate for cellaring. Find a cool, dry spot away from light sources, and see how it changes in the years to come. You never quite know what will happen when you age a beer: perhaps the body will smooth out, notes of vanilla, oak, and tannins will come to the front, or hints of leather and soy sauce will make themselves known. No matter what, remember that beer is meant for drinking, so don’t keep it to yourself for too long.\t"
Narwhal Imperial Stout,Sierra Nevada Brewing Co.,Stout,10.2,50,90,73,57,16,0,25,15,118,3,"Notes:A malt-forward monster, highlighting the depths of malt flavor.Narwhal Imperial Stout is inspired by the mysterious creature that thrives in the deepest fathoms of the frigid Arctic Ocean. Featuring incredible depth of malt flavor, rich with notes of espresso, baker’s cocoa, roasted grain and a light hint of smoke, Narwhal is a massive malt-forward monster. Aggressive but refined with a velvety smooth body and decadent finish, Narwhal will age in the bottle for years to come.\t"
Dark Lord Imperial Stout,Three Floyds Brewing Co. & Brewpub,Stout,15,50,90,48,102,16,0,26,27,110,4.15,"Notes:A demonic Russian-Style Imperial Stout brewed with coffee, Mexican vanilla, and Indian sugar, this beer defies description. Available one day a year, in April at the brewery: Dark Lord Day.Vintage guide:Red wax = 2004Orange wax = 2005Gold wax = 2006Silver wax = 2007Black wax = 2008White wax = 2009Green wax = 2010 - 15% ABVYellow wax = 2011 - 15% ABVRed wax = 2012 - 15% ABVOrange wax = 2013 - New Label 15% ABVBlue wax = 2014 - 15% ABVMaroon wax = 2015 15% ABVBlack with glitter flecks wax = 2016Green with silver glitter = 2017 - New LabelSilver wax = 2018Magenta with glitter = 2019\t"
Darkness,Surly Brewing Company,Stout,12,50,90,107,118,31,0,80,30,163,4.3,"Notes:This listing is ONLY for Darkness that is NOT barrel-aged, which excludes all of the 2014 bottles, all of which were aged in whiskey barrels. 2014 has a separate entry (http://www.beeradvocate.com/beer/profile/13014/141724/). Any subsequent years that have barrel aged variants, indicated by gold wax and lettering, also have their own separate entries.This massive Russian Imperial Stout brings waves of flavors; chocolate, cherries, raisins, coffee, and toffee. We add a touch of hops to make this delicious brew even tastier.85 IBUMALT: 2-Row, Golden Promise, Aromatic, Chocolate, Black, Special B, Roasted Barley, Oats, Brewers Crystals, DME 50/60.HOPS: Warrior, Amarillo, Simcoe.Labels:2007 - Grim Reaper2008 - Devil2009 - Mummy2010 - Vampire2011 - Zombie2012 - Werewolf2013 - Brewcifer2014 - Harpy2015 - Bat2016 - Cerberus2017 - Forest Witch2018 - Minotaur2019 - Tree Monster\t"
